 ,0 minute,1 minute,2 minute,3 minute,4 minute,5 minute,6 minute,7 minute,8 minute,9 minute,10 minute,11 minute,12 minute,13 minute,14 minute,15 minute,16 minute,17 minute,18 minute,19 minute,20 minute,21 minute,22 minute,23 minute,24 minute,25 minute,26 minute,27 minute,28 minute,29 minute,30 minute,31 minute,32 minute,33 minute,34 minute,35 minute,36 minute,37 minute,38 minute,39 minute,40 minute,41 minute,42 minute,43 minute,44 minute,45 minute,46 minute,47 minute,48 minute,49 minute,50 minute,51 minute,52 minute,53 minute,54 minute,55 minute,56 minute,57 minute,58 minute,59 minute,60 minute
 C4MCODBCO2,nan,1.6378363544421394e-07,1.6396209093560893e-07,1.6396779925420381e-07,1.6396905502228831e-07,1.639715579954096e-07,1.639738724748441e-07,1.6397421724729606e-07,1.6397625979865058e-07,1.6397844895494857e-07,1.639806261034413e-07,1.6398277186837408e-07,1.639849108597789e-07,1.6398700589390896e-07,1.6398906655285878e-07,1.6399109401110698e-07,1.6399310192696178e-07,1.639951697562911e-07,1.639971417454891e-07,1.6399908585344528e-07,1.6400100901768204e-07,1.6400290452988582e-07,1.6400471722081167e-07,1.640065713802976e-07,1.6400841574203664e-07,1.6401024723191007e-07,1.640120689666263e-07,1.6401389636223316e-07,1.6401570236945767e-07,1.6401749855106623e-07,1.6401928591302167e-07,1.6402106707339606e-07,1.6402285648256456e-07,1.6402462914426034e-07,1.640263943535187e-07,1.6402815252448342e-07,1.6402993150619645e-07,1.6403190181674425e-07,1.640337148707097e-07,1.6403551361754087e-07,1.6403730740474898e-07,1.6403911043178574e-07,1.6404100966232284e-07,1.640428275457104e-07,1.6404463589404932e-07,1.6404643910468154e-07,1.6404823814947983e-07,1.6405003852901133e-07,1.6405185419479684e-07,1.6405367078064514e-07,1.6405548444054277e-07,1.6405728347083797e-07,1.640590065661331e-07,1.6406079467163082e-07,1.6406258319856295e-07,1.640643659842493e-07,1.6406615241384328e-07,1.6406800348674165e-07,1.6406979518322067e-07,1.6407157765490413e-07,1.6407335341573822e-07
 C5CODBCO3H,nan,0.0007841908580557618,0.0007898071710153038,0.000790984797012715,0.0007914348107555437,0.0007917018814113133,0.00079186806515111,0.0007919890310466652,0.0007920938550253938,0.0007921793515721719,0.0007922505794914988,0.0007923012579067906,0.0007923544311380016,0.0007924014418385652,0.0007924432708198037,0.0007924808529643333,0.0007925049232091744,0.0007925343268564017,0.0007925620520575113,0.0007925882625122371,0.0007926130666552897,0.0007926406096488109,0.0007926638672638049,0.0007926858574757566,0.0007927066111866283,0.0007927262801843731,0.000792744911303265,0.0007927626316324368,0.0007927796085602463,0.0007927959734938239,0.000792811787978175,0.0007928261404570841,0.0007928409841687487,0.0007928554269888334,0.0007928695060313969,0.000792883246356269,0.0007928892654659371,0.000792901906860901,0.0007929141232747248,0.0007929263029655246,0.0007929384396035546,0.0007929461173773493,0.0007929578980112065,0.0007929695596601928,0.0007929812270331956,0.0007929928771321466,0.0007930033265559896,0.0007930149557332272,0.0007930266916569145,0.0007930383823936365,0.0007930499950140668,0.0007930623388410251,0.0007930737037500192,0.0007930852271813932,0.0007930966318950383,0.0007931078975257368,0.0007931177862696364,0.0007931289209864631,0.0007931397880164006,0.0007931505556864146,0.0007931612256373171
 C4MCODBPAN,nan,0.0008356822867027575,0.0008415501578284009,0.000843012279452952,0.0008436378496664738,0.0008440036915448405,0.0008442440547386278,0.0008444024386082306,0.0008445345186548156,0.0008446405294564565,0.0008447277047164016,0.0008447990368999972,0.000844860724430064,0.0008449148220503419,0.0008449628134630542,0.0008450057997822436,0.0008450392533766337,0.0008450713627083738,0.0008451015806482866,0.0008451302459032432,0.0008451574392697731,0.0008451857959672409,0.0008452118929897813,0.0008452365304060796,0.0008452596874856412,0.0008452815465412866,0.0008453018603629747,0.0008453213649041606,0.0008453400151557739,0.0008453579486749164,0.0008453752382902352,0.0008453917404716482,0.0008454078195248805,0.0008454234086708179,0.0008454385884439172,0.0008454533901826184,0.000845465136918228,0.000845477886554157,0.0008454900247330359,0.0008455022366010375,0.0008455145245273778,0.0008455255995644533,0.0008455373137224142,0.0008455488332829862,0.0008455604801865963,0.0008455722340865619,0.0008455841995382433,0.0008455962093890829,0.0008456083226415599,0.0008456204483788425,0.0008456325524967946,0.0008456451815646592,0.0008456573344547684,0.0008456696992008355,0.0008456819495437923,0.0008456940602045265,0.0008457056725314029,0.0008457175479983328,0.0008457290823192771,0.0008457405323811421,0.0008457519098185999
 EPXMKTCO2H,nan,0.009365487705090794,0.011046265087242157,0.011382984238303771,0.01151195756788479,0.011590307760393258,0.01163865977509059,0.01167844616349054,0.011710053778673924,0.01173508558684133,0.011755331198080499,0.011769818602228359,0.011782526769930917,0.011795358283065379,0.011806308726638346,0.011815775834761127,0.011822761059357432,0.011828650177682393,0.011835149899286065,0.011840953933072051,0.01184618559411283,0.01185134642413535,0.011856259699623629,0.011860389156467484,0.011864227110915265,0.011867806392132066,0.011871130194779709,0.011874318829669118,0.011877201951260926,0.011879907702953349,0.011882453813144274,0.011884706347997624,0.011886751778591814,0.011888918753408865,0.011890975226530983,0.011892925755784864,0.011893760723065716,0.011894056570061652,0.011895747332528966,0.011897386345903902,0.011898943316180317,0.011899764420243897,0.01190028763604827,0.011901674621281194,0.011903029215739571,0.011904327639754972,0.0119051893380883,0.011906052806160977,0.011907249749260352,0.011908414992712833,0.011909539323717947,0.011910605026989415,0.011911733747078388,0.011912771666070078,0.011913768512916225,0.011914730265013624,0.011915453755063289,0.011916075920050966,0.01191693728615345,0.0119177833292929,0.011918602869650767
 EPXMKTCO3H,nan,0.0032113025368872986,0.0033284261964315414,0.0033577219835754404,0.003369442464598383,0.0033765590722482286,0.003380730875860923,0.0033843535025369596,0.0033871728350845605,0.0033894014282811595,0.003391210414446806,0.003392408371324249,0.0033937346368423283,0.0033948668732249896,0.003395838676631795,0.003396684386511324,0.003397236316011987,0.0033978870849026366,0.003398471247903061,0.00339899578587103,0.003399472225965729,0.0033999738633123744,0.0034003875432918086,0.003400771192666927,0.0034011301124840594,0.0034014664779716277,0.003401782845106675,0.003402077238800969,0.0034023535851472686,0.0034026143799169985,0.003402861111109446,0.003403070695618207,0.0034032924680675036,0.0034035052765087007,0.0034037081842693447,0.0034039018655753254,0.0034039186022498434,0.0034040847206329313,0.003404255356207124,0.0034044194928833944,0.0034045767659178676,0.003404621723357282,0.003404761256921269,0.0034049048929936454,0.0034050444383318538,0.0034051793679051394,0.00340526104247017,0.003405387141579327,0.0034055141597233575,0.0034056382067330707,0.003405758958687256,0.003405882283635087,0.003405998842851365,0.0034061120986525546,0.0034062222970141,0.003406329627797996,0.0034064020438064222,0.0034065010222504052,0.0034066006394831197,0.0034066983551020603,0.003406793770213481
 EPXMKTPAN,nan,0.0020509678105616394,0.002098134986227988,0.002111277270959833,0.002116949642221655,0.002120308681147636,0.002122399543414643,0.002123988674978666,0.0021252186952957636,0.0021261866231182575,0.0021269692183588183,0.0021275807920390914,0.0021281264066773196,0.002128593615833266,0.002128997538318095,0.002129351090960419,0.0021296513949387833,0.002129914780622862,0.0021301508070069165,0.0021303644596164253,0.0021305600830982797,0.002130741664809357,0.0021309161750791717,0.002131079928731318,0.0021312338074987646,0.002131378522662763,0.0021315126427676537,0.0021316407673481527,0.0021317613513974834,0.0021318753936991164,0.0021319835348961678,0.002132086305127448,0.0021321834601895685,0.0021322765680396264,0.0021323656586950774,0.002132451035202406,0.0021325337942124803,0.0021326061599450663,0.002132677174948061,0.0021327457064530737,0.0021328118896891553,0.002132874443259683,0.002132933578673643,0.002132992700824365,0.002133050558361697,0.002133107105105367,0.0021331536723703626,0.002133207668056976,0.0021332619985787475,0.0021333155977467538,0.002133368343067242,0.002133414578613169,0.002133466166525813,0.002133517352315314,0.002133567691220764,0.0021336171777581736,0.0021336644342398597,0.0021337115141692696,0.002133758252972195,0.002133804368364696,0.0021338497780519446
 CO24C53OOH,nan,0.0019297656059107356,0.001959026174752094,0.001967009494053615,0.0019703951788916933,0.0019724897820212186,0.0019737722340455164,0.001974790402869217,0.001975621518257699,0.001976289959798642,0.001976839905998926,0.0019772401360992286,0.001977641527434638,0.0019779876474933945,0.0019782887170407566,0.0019785536838349232,0.001978744129357115,0.001978951014411667,0.0019791364076167136,0.0019793043473634413,0.0019794582265296686,0.001979616642785181,0.0019797510732024533,0.001979877678091904,0.001979996990269627,0.0019801095338421093,0.001980216610932171,0.00198031667172913,0.001980411207504325,0.001980500958011992,0.0019805863810480723,0.0019806621170488023,0.001980740144404284,0.001980815061840692,0.0019808869390931243,0.0019809560067856244,0.0019809827602318697,0.001981046845147576,0.0019811090051413097,0.001981168916545399,0.0019812267484606684,0.0019812586198669135,0.0019813129869719697,0.0019813666077138146,0.00198141887865823,0.0019814698225997717,0.0019815105957428484,0.0019815591682253255,0.001981607677662819,0.0019816553887193446,0.0019817022314471424,0.00198175071502519,0.001981795472409525,0.0019818400079171447,0.001981883806218349,0.001981926851618528,0.0019819623896135522,0.0019820041782815717,0.0019820453291375484,0.001982085873215693,0.001982125776252943
 CO24C53O,nan,1.6709926971874044e-06,1.6728284476031786e-06,1.6728915742442835e-06,1.6729064731318796e-06,1.6729332673126754e-06,1.6729609206152782e-06,1.672961680416061e-06,1.6729829246354558e-06,1.6730055708432505e-06,1.6730280301545737e-06,1.6730501126386292e-06,1.6730721006247494e-06,1.673093613125934e-06,1.673114755854244e-06,1.673135544599201e-06,1.6731560990089826e-06,1.6731772600089565e-06,1.6731974382148647e-06,1.673217329489989e-06,1.6732370043211181e-06,1.6732564017420363e-06,1.6732749505043403e-06,1.6732939187055726e-06,1.6733127823385802e-06,1.6733315105697096e-06,1.6733501352454517e-06,1.673368813041978e-06,1.6733872706689978e-06,1.6734056260177485e-06,1.6734238895231482e-06,1.6734420863060175e-06,1.6734603686369302e-06,1.6734784772833642e-06,1.6734965085739711e-06,1.6735144669428545e-06,1.6735326214648229e-06,1.6735527486146101e-06,1.6735712588891253e-06,1.673589622306354e-06,1.6736079353043693e-06,1.673626332024421e-06,1.6736457302230712e-06,1.6736642885884825e-06,1.6736827488657234e-06,1.6737011568635273e-06,1.6737195165223915e-06,1.6737379019818693e-06,1.6737564388277586e-06,1.6737749844215245e-06,1.6737934999953768e-06,1.6738118669211835e-06,1.6738294565815077e-06,1.6738477113174567e-06,1.6738659704514103e-06,1.6738841708791392e-06,1.6739024007427774e-06,1.6739213036370351e-06,1.6739395949142126e-06,1.6739577912365472e-06,1.673975919002652e-06
 C5CO243OH,nan,0.00013479440218898208,0.00013509634299033247,0.00013514030972568733,0.00013515721815710068,0.00013516810750974944,0.0001351752351041263,0.0001351794001154857,0.000135183983230121,0.0001351880161706767,0.00013519157853183905,0.0001351946542837884,0.00013519758540502257,0.00013520031538217004,0.00013520287960165511,0.00013520530494266536,0.00013520741156552798,0.0001352095593265552,0.00013521162302711424,0.00013521364626901212,0.00013521563076853622,0.00013521764628993628,0.00013521955908971656,0.0001352214626481018,0.00013522332292076087,0.0001352251425293065,0.0001352269111224929,0.0001352286686124983,0.00013523039089936365,0.0001352320895360342,0.00013523376689567683,0.0001352354240286223,0.00013523707472701046,0.00013523870274359287,0.00013524031564057912,0.00013524191440716455,0.00013524347363966195,0.00013524517093324584,0.00013524674883951318,0.00013524831775360593,0.00013524988388698204,0.00013525144221308315,0.00013525307439303248,0.00013525464677648202,0.00013525621330071367,0.00013525777649643064,0.00013525932588060734,0.0001352608915853142,0.0001352624704899516,0.00013526404885750052,0.00013526562322248499,0.00013526717532061984,0.00013526867694695546,0.00013527022907638302,0.00013527177920742679,0.0001352733224142702,0.0001352748587062191,0.0001352764458709433,0.00013527798501096553,0.00013527951569253582,0.00013528103971113123
 C5CO234,nan,1.8916673670131635e-05,1.8941712086572254e-05,1.8943500191205598e-05,1.8944101888508315e-05,1.8944645490098357e-05,1.894506492663332e-05,1.8945215728287453e-05,1.8945535096922957e-05,1.8945852062755444e-05,1.8946154399440347e-05,1.8946441203061456e-05,1.8946722466729587e-05,1.894699349567495e-05,1.8947256419433924e-05,1.8947512228062727e-05,1.8947762513615336e-05,1.8948016958017143e-05,1.894825861737303e-05,1.894849563602275e-05,1.8948729094432874e-05,1.89489583556477e-05,1.8949177806039438e-05,1.8949401333129284e-05,1.894962310025959e-05,1.894984279619875e-05,1.895006069156186e-05,1.8950278828869305e-05,1.8950494022160186e-05,1.895070766065998e-05,1.895091990077535e-05,1.8951131097491463e-05,1.8951342854375094e-05,1.8951552419476637e-05,1.8951760864535817e-05,1.8951968257295348e-05,1.895217807664229e-05,1.8952408986128063e-05,1.8952621735051322e-05,1.8952832674260852e-05,1.8953042888573172e-05,1.895325403450305e-05,1.8953475899292406e-05,1.8953688406428206e-05,1.895389973257341e-05,1.895411038201266e-05,1.8954319930093484e-05,1.895453007231639e-05,1.895474198009164e-05,1.8954953945134737e-05,1.895516551948065e-05,1.8955374973822203e-05,1.895557606795247e-05,1.895578459976008e-05,1.895599312797268e-05,1.895620094436927e-05,1.895640907965127e-05,1.8956624588559027e-05,1.8956833253614758e-05,1.8957040818985004e-05,1.8957247569156468e-05
 PINALO2,nan,6.678540824990992e-05,6.687078390787849e-05,6.687445517441054e-05,6.687496828712481e-05,6.687678712925926e-05,6.688118448511547e-05,6.687864742330489e-05,6.687989557438687e-05,6.688112716131641e-05,6.688229627838417e-05,6.688326916174823e-05,6.688439517795873e-05,6.688543797954698e-05,6.688643934698339e-05,6.688740716576038e-05,6.688827496446499e-05,6.688926858137389e-05,6.689017683893997e-05,6.689106117713948e-05,6.689192837523793e-05,6.689281502038868e-05,6.689360500042221e-05,6.689442311599726e-05,6.689523368230829e-05,6.689603478785775e-05,6.689681326014569e-05,6.68976030405735e-05,6.689838393327025e-05,6.689915817473874e-05,6.689992621887628e-05,6.690066510344924e-05,6.690144312374069e-05,6.690219994920707e-05,6.690295065070513e-05,6.69036965732529e-05,6.690425889489688e-05,6.690520565625901e-05,6.69059831817216e-05,6.690674253112972e-05,6.690749724847414e-05,6.690812717794247e-05,6.690901328953503e-05,6.690978513749664e-05,6.691054274233367e-05,6.691129603296538e-05,6.691197432791114e-05,6.691276424319909e-05,6.691352559524632e-05,6.691428205782338e-05,6.69150357798634e-05,6.69158081488803e-05,6.69165061459131e-05,6.691724418771714e-05,6.691798340356215e-05,6.691871961805708e-05,6.691937621893013e-05,6.692018886298346e-05,6.692093431348739e-05,6.692166864930672e-05,6.692239822809835e-05
 NC101OOH,nan,0.10882732348553069,0.3015809402450137,0.5051688808092857,0.6790118516810382,0.8147126211753112,0.9165005149345063,0.9995009112445438,1.0715687973731167,1.1364410685458135,1.1963153236031814,1.2457311959675161,1.2934273574207364,1.341477384915312,1.3890333997310158,1.4356338091446417,1.4762133292820903,1.515581568954179,1.5557876610572239,1.5960262431122854,1.6358021255228297,1.6767934233924986,1.7174086996606788,1.7564810806928703,1.7942626983869503,1.8309620788241172,1.8665254144507362,1.9011993512938263,1.9348986323364303,1.9677651519031212,1.9998966097514785,2.030215267069092,2.0596252192229225,2.0889161366810205,2.1179539582490627,2.1466303307410355,2.166135971813751,2.18254896922382,2.202099753712679,2.2236530670089123,2.246222941385818,2.263081035425911,2.2783254378794484,2.2962357510920066,2.3158611816424273,2.336376225919101,2.353237043200778,2.3700035349156368,2.388123855869769,2.407050212408797,2.426342386430113,2.445476296719891,2.465524580145714,2.485402959791692,2.504969862023347,2.524196180381041,2.5404974896642822,2.5552278208058254,2.5705244682882378,2.586173423826197,2.601868009107269
